Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region,Year,Month,Month_Year,income_valid
2023-06-06,Male,1240000,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29001,Passenger,Pasco,2023,6,2023-06,True
2023-06-06,Female,685000,Progressive Shippers Cooperative Association No,Mercedes-B,CL500,Overhead Camshaft,Manual,Pale White,29001,SUV,Janesville,2023,6,2023-06,True
2023-06-06,Male,615000,Progressive Shippers Cooperative Association No,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,69000,SUV,Janesville,2023,6,2023-06,True
2023-06-06,Female,1150000,Saab-Belle Dodge,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hardtop,Aurora,2023,6,2023-06,True
2023-06-06,Male,13500,Race Car Help,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,Sedan,Austin,2023,6,2023-06,False
2023-06-06,Male,470000,Ryder Truck Rental and Leasing,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,Passenger,Middletown,2023,6,2023-06,True
2023-06-06,Male,13500,Saab-Belle Dodge,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,SUV,Aurora,2023,6,2023-06,False
2023-06-06,Male,515000,Scrivener Performance Engineering,Ford,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12000,SUV,Greenville,2023,6,2023-06,True
2023-06-06,Male,603500,Star Enterprises Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9500,Hatchback,Pasco,2023,6,2023-06,True
2023-06-06,Male,870000,Suburban Ford,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Janesville,2023,6,2023-06,True
2023-06-06,Male,850000,Tri-State Mack Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Scottsdale,2023,6,2023-06,True
2023-06-06,Female,730000,U-Haul CO,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28000,Sedan,Austin,2023,6,2023-06,True
2023-06-06,Male,1060000,Progressive Shippers Cooperative Association No,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,Hatchback,Janesville,2023,6,2023-06,True
2023-06-06,Male,1500000,Rabun Used Car Sales,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36000,Hatchback,Scottsdale,2023,6,2023-06,True
2023-06-06,Male,13500,Race Car Help,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000,Sedan,Austin,2023,6,2023-06,False
2023-06-06,Male,1251000,Ryder Truck Rental and Leasing,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,23100,SUV,Middletown,2023,6,2023-06,True
2023-06-06,Female,530000,U-Haul CO,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Austin,2023,6,2023-06,True
2023-06-06,Male,13500,Scrivener Performance Engineering,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,14000,SUV,Greenville,2023,6,2023-06,False
2023-06-06,Male,950000,Star Enterprises Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Pasco,2023,6,2023-06,True
2023-06-06,Male,675000,Tri-State Mack Inc,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,Hardtop,Austin,2023,6,2023-06,True
2023-06-06,Female,599900,U-Haul CO,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,39900,Hardtop,Austin,2023,6,2023-06,True
2023-06-06,Male,13500,Tri-State Mack Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Sedan,Scottsdale,2023,6,2023-06,False
2023-06-06,Male,13500,Rabun Used Car Sales,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,Hardtop,Austin,2023,6,2023-06,False
2023-06-06,Male,13500,Buddy Storbeck's Diesel Service Inc,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Middletown,2023,6,2023-06,False
2023-06-06,Male,1189000,C & M Motors Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18900,Hatchback,Aurora,2023,6,2023-06,True
2023-06-06,Male,610000,Capitol KIA,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Greenville,2023,6,2023-06,True
2023-06-06,Male,13500,Chrysler of Tri-Cities,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Pasco,2023,6,2023-06,False
2023-06-06,Male,762500,Tri-State Mack Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26500,Hardtop,Austin,2023,6,2023-06,True
2023-06-06,Male,13500,Ryder Truck Rental and Leasing,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,17001,Hardtop,Middletown,2023,6,2023-06,False
2023-06-06,Male,492000,Clay Johnson Auto Sales,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,33000,Hatchback,Austin,2023,6,2023-06,True
2023-06-06,Male,891000,Diehl Motor CO Inc,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29000,Hatchback,Middletown,2023,6,2023-06,True
2023-06-06,Male,806000,Enterprise Rent A Car,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Aurora,2023,6,2023-06,True
2023-06-06,Male,13500,Gartner Buick Hyundai Saab,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,Hatchback,Greenville,2023,6,2023-06,False
2023-06-06,Female,1575000,Hatfield Volkswagen,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31500,Passenger,Pasco,2023,6,2023-06,True
2023-06-06,Male,13500,Iceberg Rentals,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Janesville,2023,6,2023-06,False
2023-06-06,Male,1155000,McKinney Dodge Chrysler Jeep,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,25500,Hatchback,Scottsdale,2023,6,2023-06,True
2023-06-06,Male,635000,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000,SUV,Middletown,2023,6,2023-06,True
2023-06-06,Male,975000,C & M Motors Inc,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22000,Sedan,Aurora,2023,6,2023-06,True
2023-06-06,Male,13500,Saab-Belle Dodge,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Aurora,2023,6,2023-06,False
2023-06-06,Male,560000,Chrysler of Tri-Cities,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Pasco,2023,6,2023-06,True
2023-06-06,Male,660000,Rabun Used Car Sales,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,49000,Hardtop,Austin,2023,6,2023-06,True
2023-06-06,Female,961000,Classic Chevy,BMW,323i,Overhead Camshaft,Manual,Pale White,21000,Hatchback,Scottsdale,2023,6,2023-06,True
2023-06-06,Female,979888,Clay Johnson Auto Sales,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,21880,Sedan,Austin,2023,6,2023-06,True
2023-06-06,Female,1650000,Diehl Motor CO Inc,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Middletown,2023,6,2023-06,True
2023-06-06,Male,13500,Enterprise Rent A Car,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,Passenger,Aurora,2023,6,2023-06,False
2023-06-06,Male,355000,Gartner Buick Hyundai Saab,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,SUV,Greenville,2023,6,2023-06,True
2023-06-06,Male,550000,Hatfield Volkswagen,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,Hatchback,Pasco,2023,6,2023-06,True
2023-06-06,Male,420000,Iceberg Rentals,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,Hatchback,Janesville,2023,6,2023-06,True
2023-06-06,Female,345000,McKinney Dodge Chrysler Jeep,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,Sedan,Scottsdale,2023,6,2023-06,True
2023-06-06,Male,399000,Motor Vehicle Branch Office,Acura,TL,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Austin,2023,6,2023-06,True
2023-06-06,Male,940000,Nebo Chevrolet,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,71000,Hatchback,Middletown,2023,6,2023-06,True
2023-06-06,Male,1105000,New Castle Ford Lincoln Mercury,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31500,Passenger,Aurora,2023,6,2023-06,True
2023-06-06,Female,700000,Chrysler Plymouth,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,Hardtop,Janesville,2023,6,2023-06,True
2023-06-06,Male,965000,Motor Vehicle Branch Office,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,Passenger,Aurora,2023,6,2023-06,True
2023-06-06,Male,13500,Nebo Chevrolet,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71000,Hatchback,Greenville,2023,6,2023-06,False
2023-06-06,Male,13500,Ryder Truck Rental and Leasing,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Middletown,2023,6,2023-06,False
2023-06-06,Male,700000,Pars Auto Sales,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Janesville,2023,6,2023-06,True
2023-06-06,Male,615000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Scottsdale,2023,6,2023-06,True
2023-06-06,Male,775000,Progressive Shippers Cooperative Association No,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,12000,Passenger,Austin,2023,6,2023-06,True
2023-06-06,Male,735000,Rabun Used Car Sales,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,Hatchback,Middletown,2023,6,2023-06,True
2023-06-06,Female,410000,Race Car Help,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Aurora,2023,6,2023-06,True
2023-06-06,Female,1270000,Ryder Truck Rental and Leasing,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19000,SUV,Greenville,2023,6,2023-06,True
2023-06-06,Female,1081000,Saab-Belle Dodge,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14100,SUV,Pasco,2023,6,2023-06,True
2023-06-06,Male,550000,Scrivener Performance Engineering,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,SUV,Janesville,2023,6,2023-06,True
2023-06-06,Male,1000000,Star Enterprises Inc,Audi,A8,Overhead Camshaft,Manual,Black,44000,Passenger,Scottsdale,2023,6,2023-06,True
2023-06-06,Male,780000,Suburban Ford,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31000,Passenger,Austin,2023,6,2023-06,True
2023-06-06,Female,962000,Tri-State Mack Inc,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Passenger,Middletown,2023,6,2023-06,True
2023-06-06,Female,1260000,U-Haul CO,Ford,F-Series,Overhead Camshaft,Manual,Black,22001,Passenger,Aurora,2023,6,2023-06,True
2023-06-06,Male,810000,Progressive Shippers Cooperative Association No,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,SUV,Greenville,2023,6,2023-06,True
2023-06-06,Male,843000,Rabun Used Car Sales,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,SUV,Pasco,2023,6,2023-06,True
2023-06-07,Female,440000,Rabun Used Car Sales,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,SUV,Scottsdale,2023,6,2023-06,True
2023-06-07,Female,520000,Race Car Help,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,24001,Sedan,Austin,2023,6,2023-06,True
2023-06-07,Male,13500,Ryder Truck Rental and Leasing,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,Passenger,Middletown,2023,6,2023-06,False
2023-06-07,Female,13500,Saab-Belle Dodge,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Passenger,Aurora,2023,6,2023-06,False
2023-06-07,Male,13500,Suburban Ford,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,Hatchback,Janesville,2023,6,2023-06,False
2023-06-07,Male,631000,Chrysler Plymouth,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000,Hardtop,Janesville,2023,6,2023-06,True
2023-06-07,Male,13500,U-Haul CO,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Austin,2023,6,2023-06,False
2023-06-07,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,Hatchback,Middletown,2023,6,2023-06,False
2023-06-07,Male,13500,Motor Vehicle Branch Office,Lexus,GS300,Overhead Camshaft,Manual,Black,51000,Passenger,Austin,2023,6,2023-06,False
2023-06-07,Male,13500,Nebo Chevrolet,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Middletown,2023,6,2023-06,False
2023-06-07,Male,2000000,New Castle Ford Lincoln Mercury,Acura,TL,Overhead Camshaft,Manual,Black,21000,Hatchback,Aurora,2023,6,2023-06,True
2023-06-07,Male,561000,Progressive Shippers Cooperative Association No,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16001,Hardtop,Janesville,2023,6,2023-06,True
2023-06-07,Male,1250000,Diehl Motor CO Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Hardtop,Middletown,2023,6,2023-06,True
2023-06-07,Male,662500,Progressive Shippers Cooperative Association No,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12500,Hatchback,Janesville,2023,6,2023-06,True
2023-06-07,Female,700000,Rabun Used Car Sales,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Scottsdale,2023,6,2023-06,True
2023-06-07,Female,1275000,Race Car Help,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Pale White,25500,Passenger,Austin,2023,6,2023-06,True
2023-06-07,Male,600000,Race Car Help,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44001,Hatchback,Janesville,2023,6,2023-06,True
2023-06-07,Female,457500,Ryder Truck Rental and Leasing,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19501,Sedan,Scottsdale,2023,6,2023-06,True
2023-06-07,Male,1121000,Star Enterprises Inc,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53100,Hardtop,Pasco,2023,6,2023-06,True
2023-06-07,Male,305000,Scrivener Performance Engineering,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,SUV,Middletown,2023,6,2023-06,True
2023-06-09,Female,670000,Scrivener Performance Engineering,Honda,Accord,Overhead Camshaft,Manual,Black,43001,Sedan,Greenville,2023,6,2023-06,True
2023-06-09,Male,1600000,Star Enterprises Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,Passenger,Pasco,2023,6,2023-06,True
2023-06-09,Male,13500,Suburban Ford,Volkswagen,Cabrio,Overhead Camshaft,Manual,Pale White,25001,Sedan,Janesville,2023,6,2023-06,False
2023-06-09,Male,1730000,Tri-State Mack Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,Sedan,Scottsdale,2023,6,2023-06,True
2023-06-09,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,Hardtop,Pasco,2023,6,2023-06,False
2023-06-09,Male,3000000,U-Haul CO,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,Hardtop,Austin,2023,6,2023-06,True
2023-06-09,Male,13500,Chrysler of Tri-Cities,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Pasco,2023,6,2023-06,False
2023-06-09,Male,1190000,Chrysler Plymouth,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Janesville,2023,6,2023-06,True
2023-06-09,Male,500000,Pitre Buick-Pontiac-Gmc of Scottsdale,Audi,A6,Overhead Camshaft,Manual,Black,15000,SUV,Pasco,2023,6,2023-06,True
2023-06-09,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17000,Sedan,Janesville,2023,6,2023-06,False
2023-06-09,Male,962000,Motor Vehicle Branch Office,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,Hardtop,Austin,2023,6,2023-06,True
2023-06-09,Male,13500,Race Car Help,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26000,Sedan,Austin,2023,6,2023-06,False
2023-06-09,Male,986500,Ryder Truck Rental and Leasing,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11500,Sedan,Middletown,2023,6,2023-06,True
2023-06-09,Female,260000,Saab-Belle Dodge,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,15001,Sedan,Aurora,2023,6,2023-06,True
2023-06-09,Male,410000,Scrivener Performance Engineering,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Sedan,Greenville,2023,6,2023-06,True
2023-06-09,Male,930000,Star Enterprises Inc,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,SUV,Pasco,2023,6,2023-06,True
2023-06-09,Male,1080000,Star Enterprises Inc,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,Hatchback,Aurora,2023,6,2023-06,True
2023-06-09,Male,656000,Suburban Ford,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Greenville,2023,6,2023-06,True
2023-06-09,Male,799900,Tri-State Mack Inc,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,14901,Sedan,Pasco,2023,6,2023-06,True
2023-06-09,Male,916000,U-Haul CO,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12001,Hatchback,Janesville,2023,6,2023-06,True
2023-06-10,Male,13500,U-Haul CO,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,21001,Passenger,Austin,2023,6,2023-06,False
2023-06-10,Male,1185000,Saab-Belle Dodge,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,57500,Hardtop,Aurora,2023,6,2023-06,True
2023-06-10,Female,13500,Rabun Used Car Sales,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,20001,Hatchback,Scottsdale,2023,6,2023-06,False
2023-06-10,Male,1025000,Race Car Help,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28501,Hatchback,Austin,2023,6,2023-06,True
2023-06-10,Male,13500,Classic Chevy,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,Passenger,Scottsdale,2023,6,2023-06,False
2023-06-10,Male,1425000,Clay Johnson Auto Sales,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22500,Hatchback,Austin,2023,6,2023-06,True
2023-06-10,Male,1970000,Diehl Motor CO Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,SUV,Middletown,2023,6,2023-06,True
2023-06-10,Male,1300000,Enterprise Rent A Car,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Aurora,2023,6,2023-06,True
2023-06-10,Female,740000,Saab-Belle Dodge,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29000,Hardtop,Aurora,2023,6,2023-06,True
2023-06-10,Male,753000,Saab-Belle Dodge,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Aurora,2023,6,2023-06,True
2023-06-10,Male,330000,Scrivener Performance Engineering,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Sedan,Greenville,2023,6,2023-06,True
2023-06-10,Male,13500,Star Enterprises Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,SUV,Pasco,2023,6,2023-06,False
2023-06-10,Male,920000,Suburban Ford,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,SUV,Janesville,2023,6,2023-06,True
2023-06-10,Male,395000,Enterprise Rent A Car,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hardtop,Aurora,2023,6,2023-06,True
2023-06-10,Male,560000,Scrivener Performance Engineering,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,Hardtop,Greenville,2023,6,2023-06,True
2023-06-10,Male,680000,Progressive Shippers Cooperative Association No,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,Sedan,Janesville,2023,6,2023-06,True
2023-06-10,Male,2004000,U-Haul CO,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,35400,Hardtop,Austin,2023,6,2023-06,True
2023-06-10,Male,914000,C & M Motors Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Austin,2023,6,2023-06,True
2023-06-10,Male,4300000,C & M Motors Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Hardtop,Aurora,2023,6,2023-06,True
2023-06-10,Male,770000,Chrysler Plymouth,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,Hardtop,Janesville,2023,6,2023-06,True
2023-06-11,Male,1250000,Ryder Truck Rental and Leasing,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,28001,Hatchback,Middletown,2023,6,2023-06,True
2023-06-11,Male,941000,Saab-Belle Dodge,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hatchback,Aurora,2023,6,2023-06,True
2023-06-11,Male,720000,Scrivener Performance Engineering,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,69001,Passenger,Greenville,2023,6,2023-06,True
2023-06-11,Male,1300000,Suburban Ford,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hardtop,Janesville,2023,6,2023-06,True
2023-06-11,Male,13500,Suburban Ford,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,Hardtop,Janesville,2023,6,2023-06,False
2023-06-11,Male,1250000,Tri-State Mack Inc,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Scottsdale,2023,6,2023-06,True
2023-06-11,Male,810000,U-Haul CO,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34001,Sedan,Austin,2023,6,2023-06,True
2023-06-11,Male,13500,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,SUV,Middletown,2023,6,2023-06,False
2023-06-11,Male,1900000,Progressive Shippers Cooperative Association No,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,Hardtop,Janesville,2023,6,2023-06,True
2023-06-11,Female,547500,Hatfield Volkswagen,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21500,Hatchback,Pasco,2023,6,2023-06,True
2023-06-11,Male,881000,Scrivener Performance Engineering,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hardtop,Greenville,2023,6,2023-06,True
2023-06-11,Male,1190000,McKinney Dodge Chrysler Jeep,Ford,Expedition,Overhead Camshaft,Manual,Black,18000,SUV,Scottsdale,2023,6,2023-06,True
2023-06-11,Female,772000,Motor Vehicle Branch Office,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Austin,2023,6,2023-06,True
2023-06-11,Male,1000000,Nebo Chevrolet,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,19000,Hatchback,Middletown,2023,6,2023-06,True
2023-06-11,Male,1001000,New Castle Ford Lincoln Mercury,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17100,Passenger,Aurora,2023,6,2023-06,True
2023-06-11,Male,3190000,Star Enterprises Inc,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,Hardtop,Pasco,2023,6,2023-06,True
2023-06-11,Male,1420000,Suburban Ford,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Hatchback,Janesville,2023,6,2023-06,True
2023-06-11,Male,525000,Star Enterprises Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Pasco,2023,6,2023-06,True
2023-06-11,Male,956000,U-Haul CO,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18000,SUV,Austin,2023,6,2023-06,True
2023-06-11,Male,726000,McKinney Dodge Chrysler Jeep,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,Hardtop,Austin,2023,6,2023-06,True
2023-06-11,Male,495000,Rabun Used Car Sales,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26000,Sedan,Scottsdale,2023,6,2023-06,True
2023-06-11,Male,525000,Race Car Help,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Austin,2023,6,2023-06,True
2023-06-11,Female,13500,Pars Auto Sales,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16000,Hardtop,Greenville,2023,6,2023-06,False
2023-06-11,Male,430000,Saab-Belle Dodge,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Passenger,Aurora,2023,6,2023-06,True
2023-06-11,Male,990000,Rabun Used Car Sales,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27001,Hatchback,Scottsdale,2023,6,2023-06,True
2023-06-11,Female,360000,Suburban Ford,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,17000,Hardtop,Janesville,2023,6,2023-06,True
2023-06-11,Male,330000,Rabun Used Car Sales,Lexus,GS400,Overhead Camshaft,Manual,Black,53001,Hatchback,Scottsdale,2023,6,2023-06,True
2023-06-11,Male,1275000,Suburban Ford,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41500,Hardtop,Janesville,2023,6,2023-06,True
2023-06-11,Female,277500,Ryder Truck Rental and Leasing,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,16501,Hatchback,Middletown,2023,6,2023-06,True
2023-06-11,Female,637000,Saab-Belle Dodge,Dodge,Viper,Overhead Camshaft,Manual,Black,26001,SUV,Aurora,2023,6,2023-06,True
2023-06-11,Male,1011000,Scrivener Performance Engineering,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Black,26101,Sedan,Greenville,2023,6,2023-06,True
2023-06-11,Female,840000,Star Enterprises Inc,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,Sedan,Pasco,2023,6,2023-06,True
2023-06-11,Male,13500,Diehl Motor CO Inc,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,Hatchback,Greenville,2023,6,2023-06,False
2023-06-11,Male,13500,Enterprise Rent A Car,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,14001,Passenger,Pasco,2023,6,2023-06,False
2023-06-11,Female,625000,Gartner Buick Hyundai Saab,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27001,Hatchback,Janesville,2023,6,2023-06,True
